931.55,-0.22,0.16,9.94,0.04,0.00,-0.01,
931.56,-0.22,0.13,9.95,0.04,-0.00,-0.00,
931.57,-0.23,0.13,9.93,0.04,0.00,0.00,
931.58,-0.23,0.14,9.90,0.04,0.01,-0.00,
931.59,-0.24,0.14,9.93,0.03,-0.00,-0.01,
931.60,-0.20,0.16,9.94,0.03,0.00,-0.00,
931.61,-0.18,0.15,9.96,0.03,0.00,0.00,
931.62,-0.20,0.15,9.93,0.04,0.00,-0.01,
931.63,-0.20,0.13,9.95,0.03,0.01,-0.00,
931.64,-0.19,0.11,9.95,0.03,0.00,-0.01,
931.65,-0.20,0.11,9.95,0.04,0.00,-0.00,
931.66,-0.21,0.15,9.93,0.04,0.00,-0.00,
931.67,-0.21,0.17,9.93,0.04,0.00,-0.00,
931.68,-0.22,0.18,9.94,0.04,0.00,-0.00,
931.69,-0.22,0.21,9.98,0.04,0.00,-0.00,
931.70,-0.22,0.20,9.94,0.03,0.00,-0.00,
931.71,-0.22,0.17,9.95,0.04,0.00,-0.00,
931.72,-0.20,0.15,9.92,0.04,0.01,-0.01,
931.73,-0.22,0.11,9.93,0.03,0.00,-0.00,
931.74,-0.20,0.11,9.95,0.03,0.00,-0.00,
931.75,-0.20,0.11,10.00,0.04,0.01,0.00,
931.76,-0.21,0.14,9.92,0.03,0.01,0.00,
931.77,-0.21,0.13,9.90,0.03,0.01,-0.00,
931.78,-0.21,0.18,9.95,0.03,-0.00,-0.00,
931.79,-0.21,0.14,9.95,0.04,0.00,0.00,
931.80,-0.22,0.13,9.95,0.04,0.00,-0.00,
931.81,-0.20,0.16,9.93,0.04,-0.00,0.00,
931.82,-0.18,0.14,9.93,0.03,0.00,0.00,
931.83,-0.22,0.15,9.96,0.03,-0.00,-0.00,
931.84,-0.19,0.15,9.91,0.03,-0.00,-0.00,
931.85,-0.19,0.17,9.94,0.03,-0.00,-0.00,
931.86,-0.19,0.16,9.94,0.03,-0.00,-0.00,
931.87,-0.21,0.16,9.92,0.04,0.00,-0.01,
931.88,-0.22,0.13,9.92,0.04,0.00,-0.00,
931.89,-0.26,0.14,9.94,0.04,0.00,-0.00,
931.90,-0.23,0.16,9.95,0.04,0.00,-0.00,
931.91,-0.21,0.19,9.95,0.03,0.00,-0.01,
931.92,-0.21,0.16,9.95,0.04,0.00,-0.01,
931.93,-0.21,0.17,9.96,0.04,0.00,-0.00,
931.94,-0.20,0.16,9.95,0.03,0.00,-0.00,
931.95,-0.20,0.13,9.93,0.03,0.00,0.00,
931.96,-0.22,0.16,9.93,0.03,-0.00,-0.00,
931.97,-0.20,0.12,9.93,0.04,0.00,-0.00,
931.98,-0.21,0.13,9.94,0.03,0.01,0.00,
931.99,-0.19,0.13,9.92,0.04,0.00,0.00,
932.00,-0.22,0.14,9.93,0.04,0.00,-0.01,
932.01,-0.22,0.14,9.94,0.04,0.00,-0.00,
932.02,-0.22,0.14,9.91,0.04,0.00,-0.00,
932.03,-0.22,0.15,9.94,0.04,0.00,-0.00,
932.04,-0.19,0.15,9.95,0.04,0.00,-0.00,
932.05,-0.23,0.17,9.95,0.04,-0.00,-0.00,
932.06,-0.21,0.17,9.95,0.03,0.00,-0.00,
932.07,-0.21,0.15,9.91,0.04,0.00,-0.01,
932.08,-0.22,0.15,9.94,0.04,0.00,-0.00,
932.09,-0.22,0.13,9.95,0.03,0.00,-0.00,
932.10,-0.22,0.13,9.93,0.03,-0.00,-0.00,
932.11,-0.21,0.15,9.94,0.04,0.00,-0.00,
932.12,-0.22,0.18,9.93,0.04,0.01,-0.00,
932.13,-0.22,0.15,9.93,0.04,0.00,0.00,
932.14,-0.20,0.14,9.94,0.04,-0.00,-0.00,
932.15,-0.21,0.15,9.94,0.04,0.00,-0.00,
932.16,-0.20,0.15,9.93,0.04,0.00,0.00,
932.17,-0.22,0.15,9.97,0.04,0.00,-0.00,
932.18,-0.20,0.15,9.96,0.03,0.00,-0.00,
932.19,-0.20,0.13,9.93,0.04,0.00,-0.00,
932.20,-0.20,0.14,9.92,0.04,0.00,0.00,
932.21,-0.23,0.15,9.93,0.04,0.00,0.00,
932.22,-0.22,0.14,9.93,0.04,0.01,-0.00,
932.23,-0.20,0.17,9.95,0.03,-0.00,-0.00,
932.24,-0.21,0.15,9.95,0.04,0.00,-0.00,
932.25,-0.22,0.13,9.93,0.03,0.00,-0.00,
932.26,-0.22,0.13,9.94,0.03,0.00,-0.00,
932.27,-0.20,0.13,9.93,0.03,0.00,0.00,
932.28,-0.21,0.16,9.91,0.03,0.00,0.00,
932.29,-0.20,0.16,9.94,0.03,0.00,0.00,
932.30,-0.21,0.15,9.92,0.04,0.00,-0.00,
932.31,-0.22,0.19,9.95,0.04,0.00,-0.00,
932.32,-0.21,0.16,9.93,0.03,0.00,-0.00,
932.33,-0.20,0.16,9.94,0.04,0.00,-0.00,
932.34,-0.22,0.14,9.93,0.03,0.00,-0.00,
932.35,-0.21,0.14,9.93,0.04,0.01,-0.00,
932.36,-0.20,0.15,9.93,0.04,0.00,-0.00,
932.37,-0.20,0.15,9.94,0.04,-0.00,-0.00,
932.38,-0.22,0.14,9.92,0.04,0.00,0.00,
932.39,-0.20,0.14,9.92,0.04,0.00,0.00,
932.40,-0.19,0.16,9.97,0.04,0.00,0.00,
932.41,-0.21,0.14,9.93,0.03,0.00,0.00,
932.42,-0.22,0.15,9.93,0.03,-0.01,-0.00,
932.43,-0.21,0.14,9.93,0.04,-0.00,-0.00,
932.44,-0.23,0.13,9.93,0.04,0.00,-0.00,
932.45,-0.22,0.14,9.94,0.04,0.00,0.00,
932.46,-0.23,0.14,9.92,0.04,-0.00,0.00,
932.47,-0.20,0.15,9.92,0.04,-0.00,0.00,
932.48,-0.20,0.18,9.92,0.03,0.00,-0.00,
932.49,-0.22,0.17,9.95,0.04,-0.00,-0.01,
932.50,-0.22,0.15,9.93,0.03,-0.00,-0.01,
932.51,-0.22,0.13,9.93,0.04,-0.00,-0.00,
932.52,-0.22,0.13,9.92,0.03,-0.00,0.00,
932.53,-0.20,0.15,9.91,0.03,0.00,0.00,
932.54,-0.20,0.17,10.00,0.04,0.00,0.00,
932.55,-0.21,0.18,9.93,0.03,0.00,-0.00,
932.56,-0.20,0.13,9.93,0.03,-0.00,-0.00,
932.57,-0.19,0.18,9.98,0.03,0.00,-0.00,
932.58,-0.20,0.15,9.89,0.04,0.00,-0.00,
932.59,-0.20,0.13,9.97,0.03,0.00,-0.00,
932.60,-0.20,0.15,9.91,0.04,0.00,-0.00,
932.61,-0.20,0.14,9.95,0.03,0.00,-0.00,
932.62,-0.20,0.16,9.94,0.03,0.00,-0.01,
932.63,-0.21,0.18,9.92,0.03,0.01,-0.00,
932.64,-0.23,0.18,9.94,0.03,-0.00,-0.01,
932.65,-0.20,0.15,9.93,0.04,-0.00,-0.00,
932.66,-0.20,0.15,9.95,0.04,0.00,0.00,
